name,subclade,BEAST-set
AEA10343,V-clade,N
AEA10353,V-clade,N
AEA72788,V-clade,N
AEA73835,V-clade,N
AEA73845,V-clade,N
AEA73915,V-clade,N
BAK23281,clade-split,Y
AEF28994,V-clade,Y
AEF29004,V-clade,N
AEG64756,V-clade,N
AEH42775,F-clade,N
AEI30089,F-clade,N
AEI86748,V-clade,N
AEI86768,V-clade,N
AEI86858,V-clade,N
AEI86908,V-clade,N
AEI86958,V-clade,N
AEI87008,V-clade,N
AEI87068,V-clade,N
AEJ10414,V-clade,N
AEJ37887,V-clade,N
AEJ37957,V-clade,N
AEJ82919,V-clade,N
AEJ82926,V-clade,N
AEJ82933,V-clade,N
AEJ82937,V-clade,Y
AEJ82941,V-clade,N
AEJ83856,V-clade,N
AEK85979,V-clade,N
AEK85990,V-clade,N
AEL31704,V-clade,N
AEL31707,V-clade,N
AEL89505,V-clade,N
AEL89575,V-clade,N
AEL89645,V-clade,N
AEL89655,V-clade,N
AEL89685,V-clade,N
AEL89795,V-clade,N
AEL89805,V-clade,N
AEL89836,V-clade,N
AEL97635,V-clade,N
AEL99678,V-clade,N
AEM62782,V-clade,N
AEM92309,V-clade,N
AEM92319,V-clade,N
AEM92489,V-clade,Y
AEN94854,F-clade,N
AEO91660,F-clade,N
AEO91695,F-clade,Y
AEO91728,F-clade,N
AEO91827,V-clade,N
AEO91859,F-clade,Y
AEO91947,F-clade,N
AEO91991,F-clade,N
AEP33158,V-clade,N
AEP71338,V-clade,N
AEQ33551,V-clade,N
AEQ33581,V-clade,N
AEV76878,V-clade,N
AEW11225,V-clade,N
AEW25316,V-clade,N
AEW25342,V-clade,N
AEW25401,V-clade,N
AEW25425,V-clade,N
AEW25447,V-clade,N
AEW25493,V-clade,N
AEW25502,V-clade,N
AEW25520,V-clade,N
AEW25529,V-clade,N
AEW25591,V-clade,N
AEW25611,V-clade,N
AEW25630,V-clade,N
AEW25655,V-clade,N
AEW25679,V-clade,N
AEW25688,V-clade,N
AEW31126,F-clade,N
AEW46954,V-clade,N
AEX09176,V-clade,N
AEX30523,F-clade,N
AEZ01176,V-clade,N
AEZ01179,V-clade,N
AEZ02130,F-clade,N
AEZ02141,F-clade,N
AFB70146,V-clade,N
AFB70308,V-clade,N
AFC18466,V-clade,N
AFC36378,V-clade,N
BAL70445,clade-split,Y
BAL70465,V-clade,N
AFD32596,F-clade,N
AFD32607,V-clade,N
AFD32683,F-clade,N
AFD98314,V-clade,N
AFE02993,V-clade,N
AFE11248,V-clade,N
AFE11278,V-clade,N
AFE11308,V-clade,Y
AFE11338,V-clade,N
AFG31074,V-clade,N
AFG31254,V-clade,N
AFG31337,V-clade,N
AFH41324,V-clade,N
AFH53715,F-clade,N
AFH77154,F-clade,N
AFH97144,V-clade,N
AFJ23034,V-clade,N
AFJ23051,V-clade,N
AFJ69863,V-clade,N
AFJ78865,V-clade,Y
AFK14140,V-clade,N
AFK14351,V-clade,N
AFK14414,V-clade,N
AFK14450,V-clade,N
AFK14631,V-clade,N
AFK14671,V-clade,Y
AFK14855,V-clade,N
AFK73229,F-clade,N
AFL56868,V-clade,N
AFL56874,F-clade,Y
AFL56916,F-clade,N
AFM47201,V-clade,N
AFM84309,V-clade,N
AFN17940,V-clade,N
AFN18079,V-clade,N
AFN18127,V-clade,N
AFN18355,V-clade,N
AFN18904,V-clade,N
AFN18969,V-clade,N
AFN19720,V-clade,N
AFN19782,V-clade,N
AFN19866,V-clade,N
AFN19876,V-clade,N
AFN19952,V-clade,N
AFN20093,V-clade,N
AFN66898,V-clade,N
AFN66919,F-clade,N
AFN66945,F-clade,N
AFN69223,F-clade,N
AFN69242,V-clade,N
AFN69248,V-clade,N
BAM34320,V-clade,N
BAM34370,V-clade,N
BAM34390,V-clade,N
AFO38543,V-clade,N
AFO82786,V-clade,N
AFO83019,V-clade,N
AFO83051,V-clade,N
AFP34826,V-clade,N
AFP34836,V-clade,N
AFP35382,V-clade,N
AFP35828,V-clade,N
AFP35848,V-clade,N
AFP35980,V-clade,N
AFP35989,V-clade,N
AFP36148,F-clade,N
AFP83296,V-clade,N
AFP99368,F-clade,N
AFP99378,V-clade,N
AFR42713,F-clade,N
AFR75848,F-clade,N
AFR75957,V-clade,N
AFR76492,V-clade,N
AFR76806,F-clade,N
AFS50206,F-clade,N
AFU09141,V-clade,N
AFU09201,V-clade,N
AFU09281,V-clade,N
AFU09301,V-clade,N
AFU09341,V-clade,Y
AFU09581,V-clade,N
AFU09590,V-clade,N
AFU09600,V-clade,N
AFU09629,V-clade,N
AFU09707,V-clade,N
AFU09726,V-clade,N
BAM62992,V-clade,N
AFV33737,F-clade,N
BAM65747,F-clade,N
AFV71429,F-clade,N
AFX69024,V-clade,N
AFX96612,V-clade,N
AFX96712,V-clade,N
AFX96742,V-clade,N
AFX96812,V-clade,N
AFX96832,V-clade,N
AFX96842,V-clade,N
AFX96938,V-clade,N
AGA19186,V-clade,N
AGA19206,V-clade,N
AGA19226,V-clade,N
AGA19256,V-clade,N
AGA19266,V-clade,Y
AGB13000,V-clade,N
AGB13093,V-clade,N
AGB13127,V-clade,N
AGB13163,V-clade,N
AGB13234,V-clade,N
AGB13274,V-clade,N
AGB13324,V-clade,N
AGB13414,V-clade,N
AGB13454,V-clade,N
AGB13524,V-clade,N
AGB13574,V-clade,N
AGB13594,V-clade,N
AGB84865,V-clade,N
AGB98418,F-clade,N
AGB98561,F-clade,N
AGB98913,F-clade,N
AGB99518,F-clade,N
AGB99774,F-clade,N
AGC96223,F-clade,N
AGC96244,F-clade,N
AGC96277,F-clade,N
AAL87891,F-clade,N
AEA29259,F-clade,N
AEA29260,F-clade,N
AEA29262,F-clade,N
AEA29265,V-clade,N
AEA29269,F-clade,N
AEA29274,V-clade,N
AEA29277,V-clade,N
ACT68199,V-clade,N
ADW93927,V-clade,N
ADW93947,V-clade,N
BAM78346,V-clade,N
BAM78393,F-clade,N
ACH69553,F-clade,N
AGE83822,F-clade,N
AGE83866,F-clade,N
AGE83877,V-clade,N
AGE83983,F-clade,Y
AGE83993,V-clade,N
ACF04394,F-clade,N
AGE89344,V-clade,N
AGE89386,V-clade,N
AGE89734,V-clade,N
AGF37673,V-clade,N
AGF37705,F-clade,N
AGF37718,V-clade,N
AGF37725,F-clade,N
ABA27433,F-clade,N
AGG53637,F-clade,N
AGG53651,F-clade,N
AGG53658,F-clade,N
AGG53683,V-clade,N
AGG53689,F-clade,N
AGG53696,F-clade,N
AGG53703,F-clade,N
AGG86819,V-clade,N
AGG86852,V-clade,N
AGI55610,V-clade,N
AGI55653,V-clade,N
AGI52580,V-clade,N
AGI52813,V-clade,N
AGI52922,V-clade,N
AGI52948,V-clade,N
AGI52977,V-clade,N
AGI53337,V-clade,N
AGI53425,V-clade,N
AGI53435,V-clade,N
AGI53633,V-clade,N
AGI53757,V-clade,N
AGI54031,V-clade,N
AGI54685,V-clade,N
AGI55119,V-clade,N
AGI55310,V-clade,N
AGI55511,V-clade,N
AGI65087,F-clade,N
AGJ73190,F-clade,N
AGJ73212,V-clade,N
AGK24348,V-clade,N
AGK24438,V-clade,N
AGK24533,F-clade,Y
AGK24557,F-clade,N
AGK62480,F-clade,N
AGK62540,F-clade,N
AGK62552,F-clade,N
AGK62588,V-clade,N
AGK62624,F-clade,N
AGK62718,V-clade,N
AGK62729,V-clade,N
AGK72593,V-clade,N
AGK73364,V-clade,N
AGK73379,V-clade,N
AGK73494,V-clade,N
BAN37213,V-clade,N
AGN51081,F-clade,N
AGN51096,F-clade,N
AGN51174,V-clade,N
AGN51198,V-clade,N
AGN51218,V-clade,N
AGN51255,V-clade,N
AGO59808,V-clade,N
AGQ88556,V-clade,N
AGQ88633,V-clade,N
AGR45185,V-clade,N
AGR50022,V-clade,N
AGR50033,V-clade,N
AGR50089,V-clade,N
AGR50155,V-clade,N
AGR50288,V-clade,N
AGS09010,F-clade,Y
AGS41577,F-clade,N
AGS41633,F-clade,N
AGS41817,V-clade,N
AGS41822,V-clade,N
AGS41826,V-clade,N
AGS41831,V-clade,N
AGS41836,V-clade,N
AGS41842,V-clade,N
AGS41994,V-clade,N
AGS42002,V-clade,N
AGS42035,F-clade,N
AGT18743,V-clade,N
AGT41749,F-clade,Y
AGT41757,V-clade,N
AGT41797,F-clade,N
AGU01981,F-clade,Y
AGU69843,F-clade,N
AGU69875,V-clade,N
AGU69891,F-clade,N
AGU93035,V-clade,N
AGV74498,V-clade,N
AGV74608,V-clade,N
AGV74652,V-clade,N
AGV74905,V-clade,N
AGV74960,V-clade,N
AGV75125,V-clade,N
AGV75301,V-clade,N
AGV75466,V-clade,N
AGV75532,V-clade,N
AGV75708,V-clade,N
AGV75719,V-clade,N
AGV99030,V-clade,N
AGW83098,V-clade,N
AGW83119,V-clade,N
AGY41987,V-clade,N
AHA38264,F-clade,N
AHA38612,V-clade,N
AHA38642,V-clade,N
AHA56794,V-clade,N
AHA98603,F-clade,N
AHB20872,F-clade,N
AHB21067,F-clade,N
AHB21079,F-clade,N
AHB21091,F-clade,N
AHB21127,F-clade,N
AHB21163,F-clade,N
AHB21187,F-clade,N
AHB21199,F-clade,N
AHB21285,F-clade,N
AHB21345,F-clade,N
AHB21429,F-clade,Y
AHB21464,F-clade,N
AHB21524,F-clade,N
AHB21560,F-clade,N
AHB21845,V-clade,N
AHB21917,F-clade,N
AHB21953,F-clade,N
AHB22001,V-clade,N
AHB22025,F-clade,N
AHB22037,F-clade,N
AHB22145,F-clade,N
AHB22205,F-clade,N
AHB22229,V-clade,N
AHB22322,F-clade,Y
AHB22430,F-clade,N
AHB22536,F-clade,N
AHB22631,F-clade,N
AHB22643,F-clade,N
AHB22715,F-clade,N
AHB22763,F-clade,N
AHB22835,F-clade,N
AHB23075,F-clade,N
AHB23099,F-clade,N
AHB23110,V-clade,N
AHB23121,F-clade,N
AHB23147,F-clade,N
AHB23668,F-clade,N
AHB23737,F-clade,N
AHB23777,F-clade,N
AHB23789,F-clade,N
AHB24579,V-clade,N
AHB24605,F-clade,N
AHB24662,F-clade,Y
AHB51116,F-clade,N
AHB51128,F-clade,Y
AHB51152,F-clade,N
AHB51164,F-clade,N
AHB51356,F-clade,N
AHB51382,F-clade,Y
AHB51405,F-clade,N
AHB51795,F-clade,N
AHB51843,F-clade,N
AHB51914,F-clade,N
AHB51952,F-clade,N
AHB52042,F-clade,N
AHB52118,F-clade,N
AHB52271,V-clade,N
AHB59498,F-clade,N
AHB73656,F-clade,N
AHC68921,V-clade,N
AHC68952,V-clade,Y
AHC69311,F-clade,N
AHG27002,V-clade,N
AHG54780,F-clade,N
AHG54791,V-clade,N
AHG54806,V-clade,N
AHH00823,F-clade,N
AHI97747,V-clade,N
AHI97781,V-clade,N
AHI97850,F-clade,N
AHI97873,F-clade,N
AHJ58178,V-clade,N
AHL21284,V-clade,N
AHL21285,V-clade,N
AHL21287,F-clade,N
AHL58721,F-clade,N
AHL80722,V-clade,N
AHL80898,V-clade,N
AHL80909,V-clade,N
AHL81111,V-clade,N
AHL98109,V-clade,N
AHL98475,V-clade,N
AHM00101,V-clade,N
AHM98343,V-clade,N
AHM98519,V-clade,N
AHM98530,V-clade,N
AHM98673,V-clade,N
AHM98716,V-clade,N
AHM98749,V-clade,N
AHM98824,V-clade,N
AHM98891,V-clade,N
AHN00732,clade-split,Y
AHN13758,V-clade,N
AHN19663,F-clade,N
AHN96483,V-clade,N
AHW83239,F-clade,N
AHX38215,V-clade,N
AHX38346,V-clade,N
AHX38450,V-clade,N
AHX38694,F-clade,N
AHX38764,V-clade,N
AHX38799,V-clade,N
AHX38881,F-clade,N
AHX38987,V-clade,N
AHX39035,F-clade,N
AHX39058,V-clade,N
AHY84522,V-clade,N
AHZ35827,V-clade,N
AHZ35895,V-clade,N
AHZ35917,V-clade,N
AHZ35939,V-clade,N
AHZ35962,V-clade,N
AHZ35984,V-clade,N
AHZ36129,V-clade,N
AHZ36162,V-clade,N
AHZ36287,V-clade,N
AHZ40493,V-clade,N
AHZ40599,V-clade,N
AHZ65797,V-clade,N
AHZ96056,F-clade,N
AIA61993,V-clade,Y
AIC64680,V-clade,N
AIC65378,V-clade,N
AIC65399,V-clade,N
AIC65451,V-clade,N
AIC65592,V-clade,N
AIE48629,V-clade,N
AIE48717,V-clade,N
AIE48829,V-clade,Y
AIE49006,V-clade,N
AIE49029,V-clade,N
AIE49106,F-clade,N
AIE49173,V-clade,N
AIE49322,V-clade,N
AIE49415,V-clade,N
AIE49627,F-clade,N
AIE49927,V-clade,N
AIE49971,V-clade,N
AIE50447,V-clade,N
AIE50494,V-clade,N
AIE50627,F-clade,N
AIE51047,V-clade,N
AIE51332,V-clade,N
AIE51497,F-clade,N
AIE51616,F-clade,Y
AIE51671,V-clade,N
AIE51753,V-clade,N
AIE51899,V-clade,N
AIE52331,V-clade,N
AIE53372,V-clade,N
AIG46273,V-clade,Y
AII18872,V-clade,N
AII30598,V-clade,N
AII30746,F-clade,N
AII30926,V-clade,N
AII30934,F-clade,N
AII31076,F-clade,N
AIJ10920,F-clade,N
AIJ10930,V-clade,N
AIL90201,V-clade,N
AIL93851,V-clade,N
AIL93933,V-clade,N
AIL93944,V-clade,Y
AIL94084,V-clade,N
AIL94393,V-clade,N
AIL94497,V-clade,N
AIL94508,V-clade,N
AIL94543,V-clade,N
AIL94577,V-clade,N
AIL94958,V-clade,N
AIM39654,V-clade,N
AIM55863,V-clade,N
AIM55977,V-clade,N
AIM56010,V-clade,N
AIM56131,V-clade,N
AIM56219,V-clade,N
AIM56230,V-clade,N
AIM56274,V-clade,N
AIM56285,V-clade,N
AIM56318,V-clade,N
AIM56384,V-clade,N
AIM56682,V-clade,N
AIM56781,V-clade,N
AIM56792,V-clade,N
AIN25567,F-clade,N
AIO11675,V-clade,N
AIO11687,F-clade,Y
AIO11707,F-clade,Y
AIP92597,V-clade,Y
AIP92630,V-clade,N
AIP92641,V-clade,N
AIP92707,V-clade,N
AIP92784,V-clade,N
AIP92806,V-clade,N
AIP92861,V-clade,N
AIP92949,V-clade,N
AIP93026,V-clade,N
AIT16694,V-clade,N
AIT16839,V-clade,N
AIT16883,V-clade,N
AIT17048,V-clade,N
AIT38334,V-clade,N
AIW60743,V-clade,N
AIW60758,F-clade,N
AIW60772,V-clade,N
AIW60779,V-clade,N
AIW63348,F-clade,N
AIW63379,F-clade,N
AIW63407,V-clade,N
AIZ07224,V-clade,N
AIZ70177,F-clade,N
BAQ19387,V-clade,N
BAQ19447,V-clade,N
AJI76358,V-clade,N
AJJ99290,V-clade,N
AJJ99539,V-clade,N
AJJ99561,V-clade,N
AJJ99731,V-clade,N
AJJ99922,V-clade,N
AJJ99933,V-clade,N
AJK00013,V-clade,N
AJK00035,V-clade,N
AJK00046,V-clade,N
AJK00115,V-clade,N
AJP13638,V-clade,N
AJP13665,V-clade,N
AJP13700,V-clade,N
AJP13717,F-clade,N
AJP13797,V-clade,N
AJP13799,V-clade,Y
AJP15553,F-clade,N
AJP15611,F-clade,N
AJP15625,F-clade,N
AJP15647,V-clade,N
BAQ58114,V-clade,N
BAQ58175,V-clade,N
BAQ58280,V-clade,N
BAQ58354,V-clade,N
BAQ58656,V-clade,N
AJY79465,F-clade,N
AJY79560,F-clade,N
AJY79656,F-clade,N
AJY79701,F-clade,N
AKA60580,F-clade,N
AKA63510,F-clade,Y
AKA63538,F-clade,N
AKA63589,V-clade,N
AKA63604,V-clade,N
AKC44627,V-clade,N
AKC44644,F-clade,N
AKC44661,F-clade,N
AKC44671,F-clade,N
AKC44880,F-clade,N
AKC45012,V-clade,N
AKC45073,V-clade,N
AKC45081,F-clade,N
AKC45113,V-clade,N
AKC45127,V-clade,N
AKC45157,F-clade,N
AKC45192,F-clade,N
AKD00370,V-clade,N
AKD00405,V-clade,N
AKD00431,F-clade,Y
AKD00439,F-clade,N
AKD00496,V-clade,N
AKD00571,F-clade,N
AKD00594,F-clade,N
AKD00624,F-clade,N
AKE37144,F-clade,N
AKE37158,F-clade,N
AKE37174,F-clade,Y
AKE37183,V-clade,N
AKE37264,V-clade,N
AKE37267,F-clade,N
AKE37337,F-clade,N
AKE37365,F-clade,N
AKE37388,F-clade,N
AKE37533,V-clade,N
AKE37553,V-clade,N
CRI00663,V-clade,N
CRI00685,V-clade,N
CRI06106,V-clade,N
AKH14287,V-clade,N
CRK54825,V-clade,N
CRK54935,V-clade,N
AKJ80675,V-clade,N
AKJ81512,V-clade,N
AKJ81568,V-clade,N
AKJ81626,V-clade,N
AKJ81964,V-clade,N
AKJ81986,V-clade,N
AKJ82463,V-clade,N
AKJ84153,V-clade,N
AKJ84157,F-clade,N
AKJ84162,F-clade,N
AKJ84181,F-clade,N
AKJ84199,V-clade,N
AKJ84230,F-clade,N
AKJ84247,F-clade,N
AKJ84272,F-clade,N
AKJ84283,F-clade,N
AKJ84297,F-clade,N
AKJ84313,F-clade,N
AKJ84355,F-clade,N
AKJ84374,V-clade,N
AKJ84390,F-clade,N
AKJ84439,F-clade,N
AKM14301,F-clade,N
AKM14319,F-clade,N
AKM14371,F-clade,N
AKM14436,F-clade,N
AKM14466,F-clade,N
AKM14651,F-clade,N
AKM14696,F-clade,Y
CRX62823,V-clade,N
CRX62338,V-clade,N
AKQ10480,V-clade,N
AKQ10557,V-clade,N
AKQ10612,V-clade,N
AKQ10689,V-clade,N
AKQ10898,V-clade,N
AKQ10953,V-clade,Y
AKQ11437,V-clade,N
AKQ11481,V-clade,N
AKQ11580,V-clade,N
AKQ11602,V-clade,N
AKQ11723,V-clade,N
AKQ11734,V-clade,N
AKQ11745,V-clade,N
AKQ11789,V-clade,N
AKQ11833,V-clade,N
AKQ11987,V-clade,N
AKQ12130,V-clade,N
AKQ12141,V-clade,N
AKQ12152,V-clade,N
AKQ12163,V-clade,N
AKQ12383,V-clade,Y
AKQ12460,V-clade,N
AKQ12668,V-clade,N
AKV57366,F-clade,N
AKV57372,V-clade,N
AKV57388,V-clade,N
AKV57396,F-clade,N
AKV57417,V-clade,N
AKV57425,F-clade,Y
AKV57558,F-clade,N
AKV57566,F-clade,Y
AKV57591,V-clade,N
AKV57634,V-clade,N
AKV57640,F-clade,N
ALA50402,F-clade,N
ALB08416,F-clade,N
ALB08427,F-clade,N
ALB08451,F-clade,N
ALB08459,F-clade,N
ALD19316,F-clade,N
ALD19405,V-clade,N
ALE66403,V-clade,N
ALE66488,F-clade,N
ALE66512,F-clade,N
ALE66640,F-clade,N
ALE66739,F-clade,N
ALE66751,V-clade,N
ALE66775,F-clade,N
ALG76821,F-clade,N
ALG76894,V-clade,N
ALG76900,V-clade,N
ALH21622,V-clade,N
ALH26353,V-clade,N
ALH26425,V-clade,N
ALH26515,V-clade,N
ALH26622,V-clade,N
ALH26719,V-clade,N
ALH26837,V-clade,N
ALH26862,V-clade,N
ALH26886,V-clade,N
ALJ53733,V-clade,N
ALJ53859,V-clade,N
ALJ53922,F-clade,N
ALJ53942,F-clade,N
ALJ53986,V-clade,N
ALJ54058,V-clade,N
ALJ54683,F-clade,N
ALR83453,F-clade,N
ALT20077,V-clade,N
ALT31785,V-clade,N
ALX27678,V-clade,N
ALX27692,V-clade,N
ALX27725,V-clade,N
ALX27758,V-clade,N
ALX27791,V-clade,N
ALX28515,V-clade,N
ALX28518,V-clade,N
ALX28521,V-clade,N
ALX28523,V-clade,N
ALX28962,V-clade,N
ALX29760,V-clade,N
ALX30007,V-clade,N
ALZ43008,F-clade,N
ALZ43056,F-clade,N
ALZ43236,F-clade,N
ALZ43316,F-clade,N
ALZ43328,F-clade,N
ALZ43474,F-clade,N
ALZ43485,F-clade,Y
ALZ43496,F-clade,N
ALZ43529,F-clade,N
ALZ43653,F-clade,Y
ALZ43697,F-clade,N
ALZ43731,F-clade,N
ALZ43753,F-clade,N
ALZ43765,F-clade,N
ALZ43824,F-clade,N
ALZ43964,F-clade,N
ALZ44311,F-clade,N
ALZ44508,V-clade,N
ALZ44541,F-clade,N
ALZ44589,F-clade,N
ALZ44600,F-clade,N
ALZ44624,F-clade,N
ALZ44704,F-clade,N
ALZ44977,F-clade,N
ALZ45487,F-clade,Y
ALZ45509,F-clade,N
ALZ45531,V-clade,N
ALZ46538,F-clade,N
AMA11509,V-clade,N
AMA11673,V-clade,N
AMA11695,V-clade,N
AMA11729,V-clade,N
AMA11762,V-clade,N
AMA65292,F-clade,N
AMA65338,V-clade,N
AMB66905,V-clade,N
AMB66916,V-clade,N
AMR58599,F-clade,N
AMR58662,F-clade,Y
AMR58703,V-clade,N
AMR58714,F-clade,N
AMR58734,F-clade,N
AMR58757,F-clade,N
AMU04345,V-clade,N
AMY15753,V-clade,N
AMY15926,clade-split,Y
AMY15986,clade-split,Y
AMY16091,V-clade,N
AMY16112,V-clade,N
AMY16177,clade-split,Y
AMY16192,V-clade,N
AMY16260,clade-split,Y
ANC28489,V-clade,N
ANC28511,V-clade,N
ANC28533,V-clade,N
ANC28566,F-clade,N
ANE26679,V-clade,N
ANE26980,V-clade,N
ANE27200,V-clade,N
ANE27372,V-clade,N
ANE27647,V-clade,N
ANE27658,V-clade,N
ANE27691,V-clade,N
ANE27724,V-clade,Y
ANE27834,V-clade,N
ANE27900,V-clade,N
ANE28296,V-clade,N
ANE28483,V-clade,N
ANE28527,V-clade,N
ANE28549,V-clade,N
ANE28577,V-clade,N
ANE28588,V-clade,N
ANE28670,V-clade,N
ANE28681,V-clade,N
ANE28735,V-clade,Y
ANE28998,V-clade,N
ANE29131,V-clade,N
ANE29371,V-clade,N
ANE29620,V-clade,N
ANH71181,V-clade,N
ANJ61811,F-clade,N
ANJ77912,V-clade,N
ANJ77956,V-clade,N
ANK57498,V-clade,N
ANK57518,V-clade,N
ANK57578,F-clade,Y
ANK57598,F-clade,N
ANM87227,V-clade,N
ANM87238,V-clade,N
ANM87249,V-clade,N
ANM87293,V-clade,N
ANM87535,V-clade,N
ANM87634,V-clade,N
ANM87699,V-clade,N
ANM87863,V-clade,N
ANM87973,V-clade,N
ANM88017,V-clade,N
ANM88083,V-clade,N
ANM88292,V-clade,N
ANM88325,V-clade,N
ANM88369,V-clade,N
ANM88688,V-clade,N
ANM88787,V-clade,N
ANM88809,V-clade,N
ANM88897,V-clade,N
ANM89084,V-clade,N
ANM89183,V-clade,N
ANM89205,V-clade,N
ANM89304,V-clade,N
ANM89436,V-clade,N
ANM89502,V-clade,N
ANM89568,V-clade,N
ANM89722,V-clade,N
ANM89832,V-clade,N
ANM90030,V-clade,N
ANM90085,V-clade,N
ANM90107,V-clade,N
ANM90129,V-clade,N
ANM90371,V-clade,N
ANM90393,V-clade,N
ANM90437,V-clade,N
ANM90558,V-clade,N
ANM90965,V-clade,N
ANM91053,V-clade,N
ANM91075,V-clade,N
ANM91515,V-clade,Y
ANM91669,V-clade,N
ANM91691,V-clade,N
ANM91735,V-clade,N
ANM91746,V-clade,N
ANM91955,V-clade,N
ANM92175,V-clade,N
ANM92307,V-clade,N
ANM92472,V-clade,N
ANM92483,V-clade,N
ANM92670,V-clade,N
ANM92846,V-clade,N
ANM92989,V-clade,N
ANM93110,V-clade,N
ANM93154,V-clade,N
ANM93462,V-clade,N
ANM93473,V-clade,N
ANM93572,V-clade,N
ANM93638,V-clade,N
ANM93869,V-clade,N
ANM94034,V-clade,N
ANM94078,V-clade,N
ANM94111,V-clade,N
ANM94221,V-clade,N
ANM94276,V-clade,N
ANM94397,V-clade,N
ANM94551,V-clade,N
ANM94573,V-clade,N
ANM94639,V-clade,Y
ANM94958,V-clade,N
ANM95035,V-clade,N
ANM95123,V-clade,N
ANM95145,V-clade,N
AOE23045,V-clade,N
AOE23104,F-clade,N
AOE23112,V-clade,N
AOE23128,F-clade,N
AOE23180,V-clade,N
AOE23213,F-clade,N
AOG30161,F-clade,N
AOG30169,V-clade,N
AOG30193,F-clade,N
AOG30209,V-clade,N
AOG30241,V-clade,N
AOG30249,V-clade,N
AOG30279,V-clade,N
AOG30304,F-clade,N
AOG30320,F-clade,N
AOG30375,V-clade,N
AOG30405,V-clade,N
AOG30419,F-clade,N
AOG30458,V-clade,N
AOG30495,V-clade,N
AOO53990,V-clade,Y
AOO54012,V-clade,N
AOO54023,V-clade,N
AOO54056,V-clade,N
AOO54182,V-clade,N
AOO54772,V-clade,N
AOO54852,F-clade,N
AOO54884,F-clade,N
AOO54903,V-clade,N
AOO54919,F-clade,N
AOT22511,V-clade,N
AOT22543,V-clade,N
AOT22585,F-clade,N
AOT22629,F-clade,N
AOT22637,F-clade,N
AOT22697,F-clade,N
AOT22713,F-clade,N
AOT86976,V-clade,N
AOT86998,V-clade,N
AOT87009,V-clade,N
AOT87141,V-clade,N
AOT87295,V-clade,N
AOT87350,V-clade,N
AOT87581,V-clade,N
AOT87625,V-clade,N
AOT87636,V-clade,N
AOT87757,V-clade,N
AOT87801,V-clade,Y
AOT87889,V-clade,N
AOT87922,V-clade,N
AOT87977,V-clade,N
AOT87988,V-clade,N
AOT87999,V-clade,N
AOT88043,V-clade,N
AOT88241,V-clade,N
AOT88252,V-clade,N
AOT88417,V-clade,N
AOT88516,V-clade,N
AOT92096,V-clade,N
AOT92118,V-clade,N
AOT92184,V-clade,N
AOT92305,V-clade,N
AOT92525,V-clade,N
AOT92899,V-clade,N
AOT92954,V-clade,N
AOT92976,V-clade,N
AOT93053,V-clade,N
AOT93141,V-clade,N
AOT93405,V-clade,Y
AOT93427,V-clade,N
AOX49569,F-clade,N
AOX49601,F-clade,N
AOX49609,V-clade,N
AOX49625,V-clade,N
AOX49672,V-clade,N
AOX49810,V-clade,N
AOX49835,V-clade,N
AOX49846,F-clade,N
AOZ81517,V-clade,N
AOZ85913,V-clade,N
AOZ86019,V-clade,N
AOZ86074,V-clade,N
AOZ86316,V-clade,N
AOZ86540,V-clade,N
APA16366,F-clade,N
APA16390,F-clade,Y
APA16429,F-clade,N
APA16470,F-clade,N
APB89015,F-clade,N
APB89071,F-clade,N
APC58038,F-clade,N
APC58082,V-clade,N
APD69808,V-clade,N
APG56595,V-clade,N
APO40359,F-clade,N
APT36488,V-clade,N
APW30816,V-clade,N
APW30912,F-clade,N
APW30920,F-clade,N
APW30963,F-clade,N
APW30971,F-clade,N
APW31048,V-clade,N
APW31075,V-clade,N
APW31083,F-clade,N
APW31107,F-clade,N
APW31157,V-clade,N
APW31165,F-clade,N
APW80431,V-clade,N
APW81061,V-clade,N
APY25875,V-clade,N
AQI09150,V-clade,N
AQN74475,V-clade,N
AQN74573,V-clade,N
AQN75148,V-clade,N
AQN75856,V-clade,N
AQN75866,V-clade,N
AQN75916,V-clade,N
AQN75986,F-clade,Y
AQN76005,F-clade,N
AQS19900,V-clade,N
AQS20097,V-clade,N
AQS20119,V-clade,N
AQS20571,V-clade,N
AQS20865,V-clade,N
AQS20971,V-clade,N
AQS97172,V-clade,N
AQS98346,V-clade,N
AQT29598,F-clade,N
AQT29658,F-clade,N
AQT29966,F-clade,N
AQT30202,F-clade,N
AQU12439,F-clade,N
AQW36172,V-clade,N
AQW36217,V-clade,N
AQW36482,V-clade,N
AQW36586,V-clade,N
AQW36783,V-clade,N
AQW36943,V-clade,N
AQW37117,V-clade,N
AQW37516,V-clade,N
AQY14984,V-clade,N
AQY18912,V-clade,N
AQY63162,V-clade,N
AQZ37687,V-clade,N
AQZ41972,F-clade,N
AQZ42050,F-clade,N
ARB16751,V-clade,N
ARB17051,V-clade,N
ARB17167,V-clade,N
ARB17762,V-clade,N
ARB17913,V-clade,N
ARH14957,V-clade,N
ARH16967,V-clade,N
ARH17081,V-clade,N
ARH17592,V-clade,N
ARH17603,V-clade,N
ARH17614,V-clade,N
ARH17749,V-clade,N
ARI68478,V-clade,N
ARI68576,V-clade,N
ARI68706,V-clade,N
ARI68802,V-clade,N
ARI68901,V-clade,N
ARI69436,V-clade,N
